10,0,0,6.5244e-05,5.9308e-05
100,0,0,6.4336e-05,5.8729e-05
1000,0,0,7.2231e-05,6.6586e-05
10000,0,0,0.00016253,0.000156956
100000,0,0,0.000812279,0.000807189
1000000,0,0,0.008674788,0.008669864
10000000,0,0,0.058690817,0.058686079
100000000,0,0,0.383703885,0.383700411
10,1,0,3.6699e-05,3.4306e-05
100,1,0,3.3841e-05,3.1394e-05
1000,1,0,3.8022e-05,3.5537e-05
10000,1,0,0.000184643,0.000178699
100000,1,0,0.000953147,0.000947873
1000000,1,0,0.008673462,0.008668166
10000000,1,0,0.060754544,0.060749512
100000000,1,0,0.383985686,0.383981784
10,2,0,0.000103312,0.000100924
100,2,0,0.000108808,0.000106372
1000,2,0,0.000149972,0.00014451
10000,2,0,0.000214332,0.000208847
100000,2,0,0.000660939,0.000655667
1000000,2,0,0.005676008,0.005670663
10000000,2,0,0.044559373,0.044554188
100000000,2,0,0.299014034,0.299009811
10,3,0,0.000114337,0.000111637
100,3,0,0.000100064,9.7552e-05
1000,3,0,0.000105586,0.000103089
10000,3,0,0.000155078,0.000152543
100000,3,0,0.000616835,0.000612671
1000000,3,0,0.004204654,0.004200345
10000000,3,0,0.033884087,0.033879547
100000000,3,0,0.249940457,0.249936613
10,4,0,0.000125563,0.000123002
100,4,0,9.8206e-05,9.5756e-05
1000,4,0,0.000101639,9.9165e-05
10000,4,0,0.000144752,0.000142328
100000,4,0,0.000445595,0.000443031
1000000,4,0,0.003900685,0.003896977
10000000,4,0,0.028706367,0.028702746
100000000,4,0,0.239420876,0.2394172
10,0,0,2.9109e-05,2.6507e-05
100,0,0,2.9448e-05,2.7e-05
1000,0,0,9.3289e-05,8.6914e-05
10000,0,0,0.000178996,0.000173232
100000,0,0,0.001027778,0.001021755
1000000,0,0,0.00948075,0.009475205
10000000,0,0,0.061744054,0.06173867
100000000,0,0,0.384157537,0.384153731
10,1,0,3.6484e-05,3.404e-05
100,1,0,3.4112e-05,3.172e-05
1000,1,0,3.7905e-05,3.5448e-05
10000,1,0,8.039e-05,7.7958e-05
100000,1,0,0.000760141,0.00075573
1000000,1,0,0.006569809,0.006565707
10000000,1,0,0.052262228,0.052258223
100000000,1,0,0.376339027,0.376335664
10,2,0,0.000104636,0.000102061
100,2,0,9.9375e-05,9.685e-05
1000,2,0,0.000112348,0.000109936
10000,2,0,0.000209752,0.000205714
100000,2,0,0.000664978,0.000660926
1000000,2,0,0.004227779,0.004223681
10000000,2,0,0.044434919,0.044428954
100000000,2,0,0.323576663,0.32357151
10,3,0,0.000106521,0.000103774
100,3,0,0.000100252,9.7815e-05
1000,3,0,0.000107529,0.000105033
10000,3,0,0.000150775,0.000148288
100000,3,0,0.000504767,0.000502283
1000000,3,0,0.004004212,0.004001677
10000000,3,0,0.030491649,0.030489099
100000000,3,0,0.231143222,0.231140579
10,4,0,9.2448e-05,8.9913e-05
100,4,0,0.000102787,0.000100292
1000,4,0,0.00012177,0.000108994
10000,4,0,0.000152299,0.000149784
100000,4,0,0.000455604,0.000453046
1000000,4,0,0.002613421,0.002610879
10000000,4,0,0.02259702,0.022594506
100000000,4,0,0.187577736,0.187575056
10,0,0,2.8482e-05,2.5999e-05
100,0,0,2.9067e-05,2.6612e-05
